geography_type_norm,geography_id,county_name,geography_desc_full,total_units,speed_25_3,speed_100_20,speed_1000_100,pct_broadband_25mbps,pct_broadband_100mbps,county_fips,math_score_avg,reading_score_avg,total_students,n_districts,broadband_category
county,20063,Gove County,"Gove County, KS",1907,1.0,1.0,0.976402727,100.0,100.0,20063,0.145846340001923,0.1442535422135977,4002.0,1.0,High-Speed
county,20065,Graham County,"Graham County, KS",2069,1.0,1.0,1.0,100.0,100.0,20065,-0.0039026652227211003,-0.005637338449777,3244.0,1.0,High-Speed
county,20067,Grant County,"Grant County, KS",3429,1.0,1.0,0.889180519,100.0,100.0,20067,-0.336317701601017,-0.3350809472325454,14704.0,1.0,High-Speed
county,20069,Gray County,"Gray County, KS",3075,1.0,1.0,0.995772358,100.0,100.0,20069,0.1631894220357594,0.1636879719708413,9860.0,1.0,High-Speed
county,20071,Greeley County,"Greeley County, KS",851,1.0,1.0,0.0,100.0,100.0,20071,-0.107420978977782,-0.1078444362097172,1908.0,1.0,High-Speed
county,20073,Greenwood County,"Greenwood County, KS",4793,1.0,1.0,0.656999791,100.0,100.0,20073,0.166304358156165,0.1656727730129401,8799.0,1.0,High-Speed
county,20075,Hamilton County,"Hamilton County, KS",1423,1.0,1.0,0.868587491,100.0,100.0,20075,-0.1905671657306745,-0.1897123593999176,3829.0,1.0,High-Speed
county,20077,Harper County,"Harper County, KS",4077,1.0,1.0,0.916605347,100.0,100.0,20077,0.1104949480015181,0.1106069975616534,8515.0,1.0,High-Speed
county,20079,Harvey County,"Harvey County, KS",16759,1.0,1.0,0.873918492,100.0,100.0,20079,0.1369092300183997,0.1365445429450216,49833.0,1.0,High-Speed
county,20081,Haskell County,"Haskell County, KS",1987,1.0,1.0,0.899849019,100.0,100.0,20081,-0.0138663822537686,-0.013571603826102199,6452.0,1.0,High-Speed
county,20083,Hodgeman County,"Hodgeman County, KS",1312,1.0,1.0,0.747713415,100.0,100.0,20083,0.23339856435640471,0.23043867497791412,2559.0,1.0,High-Speed
county,20089,Jewell County,"Jewell County, KS",2713,1.0,1.0,0.887578327,100.0,100.0,20089,0.2303569718551131,0.2288062370518944,2221.0,1.0,High-Speed
county,20091,Johnson County,"Johnson County, KS",285047,1.0,0.999996492,0.956312468,100.0,99.9996492,20091,0.45898873490768666,0.4583073465187505,824217.0,1.0,High-Speed
county,20093,Kearny County,"Kearny County, KS",1847,1.0,1.0,0.812669193,100.0,100.0,20093,-0.013657396317370401,-0.013089127069844,7264.0,1.0,High-Speed
county,20095,Kingman County,"Kingman County, KS",4677,1.0,1.0,0.55313235,100.0,100.0,20095,0.023575278202919,0.0233848778814342,9425.0,1.0,High-Speed
county,20097,Kiowa County,"Kiowa County, KS",1554,1.0,1.0,0.784427284,100.0,100.0,20097,0.22635866606806393,0.2232498405226058,3210.0,1.0,High-Speed
county,20099,Labette County,"Labette County, KS",11411,1.0,1.0,0.07878363,100.0,100.0,20099,0.1949973963563521,0.1946176656846293,30624.0,1.0,High-Speed
county,20101,Lane County,"Lane County, KS",1288,1.0,1.0,0.997670807,100.0,100.0,20101,0.22118190907687488,0.2201518062406322,2503.0,1.0,High-Speed
county,20103,Leavenworth County,"Leavenworth County, KS",34960,1.0,0.999971396,0.963501144,100.0,99.9971396,20103,0.1161336226058231,0.11586695631294248,115692.0,1.0,High-Speed
county,20105,Lincoln County,"Lincoln County, KS",2356,1.0,1.0,0.675721562,100.0,100.0,20105,0.1177553436340099,0.1157752421296299,3821.0,1.0,High-Speed
county,20107,Linn County,"Linn County, KS",6561,1.0,1.0,0.660722451,100.0,100.0,20107,0.039423793806576,0.0393608894291782,15729.0,1.0,High-Speed
county,20109,Logan County,"Logan County, KS",1809,1.0,1.0,0.873963516,100.0,100.0,20109,0.25542699995843,0.253776456294916,3821.0,1.0,High-Speed
county,20111,Lyon County,"Lyon County, KS",17578,1.0,1.0,0.88087382,100.0,100.0,20111,0.0177464288659528,0.0176671562731108,46329.0,1.0,High-Speed
county,20113,McPherson County,"McPherson County, KS",15310,1.0,1.0,0.852906597,100.0,100.0,20113,0.0473190034246667,0.047108672173034,40047.0,1.0,High-Speed
county,20115,Marion County,"Marion County, KS",7116,1.0,1.0,0.71163575,100.0,100.0,20115,0.2090218167095403,0.2085630129550332,16949.0,1.0,High-Speed
county,20117,Marshall County,"Marshall County, KS",6342,1.0,1.0,0.733837906,100.0,100.0,20117,0.2167737747937093,0.2160766430982834,13169.0,1.0,High-Speed
county,20119,Meade County,"Meade County, KS",2504,1.0,1.0,0.725239617,100.0,100.0,20119,0.1004769282775092,0.1004950419562941,7449.0,1.0,High-Speed
county,20123,Mitchell County,"Mitchell County, KS",4239,1.0,1.0,0.913658882,100.0,100.0,20123,0.3365702386096872,0.3355720754495588,8973.0,1.0,High-Speed
county,20125,Montgomery County,"Montgomery County, KS",18165,1.0,1.0,0.308615469,100.0,100.0,20125,-0.0398318055719251,-0.0397512402730135,45451.0,1.0,High-Speed
county,20127,Morris County,"Morris County, KS",3833,1.0,1.0,0.945473519,100.0,100.0,20127,0.1339775197109293,0.1332710421665523,7161.0,1.0,High-Speed
county,20129,Morton County,"Morton County, KS",1645,1.0,1.0,0.16656535,100.0,100.0,20129,-0.09260825379720589,-0.0916554443736621,5682.0,1.0,High-Speed
county,20133,Neosho County,"Neosho County, KS",8737,1.0,1.0,0.605585441,100.0,100.0,20133,0.0425887568541372,0.0425374091390378,25054.0,1.0,High-Speed
county,20135,Ness County,"Ness County, KS",2588,1.0,1.0,1.0,100.0,100.0,20135,-0.2608478585897139,-0.2567036250534822,3269.0,1.0,High-Speed
county,20137,Norton County,"Norton County, KS",3395,1.0,1.0,0.834167894,100.0,100.0,20137,0.23373350729782894,0.2327786225409487,6400.0,1.0,High-Speed
county,20141,Osborne County,"Osborne County, KS",3040,1.0,1.0,1.0,100.0,100.0,20141,0.2441353133674852,0.2423024072806503,4149.0,1.0,High-Speed
county,20143,Ottawa County,"Ottawa County, KS",3609,1.0,1.0,0.573566085,100.0,100.0,20143,0.1517281796561682,0.1513195841233569,10895.0,1.0,High-Speed
county,20145,Pawnee County,"Pawnee County, KS",3847,1.0,1.0,0.99168183,100.0,100.0,20145,0.0376031508339843,0.0372472475657413,9039.0,1.0,High-Speed
county,20147,Phillips County,"Phillips County, KS",3809,1.0,1.0,0.880808611,100.0,100.0,20147,0.2605851992784572,0.2591895982555831,9898.0,1.0,High-Speed
county,20149,Pottawatomie County,"Pottawatomie County, KS",12125,1.0,1.0,0.978226804,100.0,100.0,20149,0.2879569169495458,0.2872703211114097,30058.0,1.0,High-Speed
county,20151,Pratt County,"Pratt County, KS",5604,1.0,1.0,0.795324768,100.0,100.0,20151,0.0745325436734663,0.0742122384222978,13021.0,1.0,High-Speed
county,20153,Rawlins County,"Rawlins County, KS",2030,1.0,1.0,0.303940887,100.0,100.0,20153,0.1797435275171659,0.1777491044019854,2674.0,1.0,High-Speed
county,20155,Reno County,"Reno County, KS",31936,1.0,1.0,0.837737976,100.0,100.0,20155,0.0465300797449341,0.0463488675617574,85473.0,1.0,High-Speed
county,20157,Republic County,"Republic County, KS",3855,1.0,1.0,0.743190661,100.0,100.0,20157,0.1511053050178505,0.1504506509009566,6299.0,1.0,High-Speed
county,20159,Rice County,"Rice County, KS",5498,1.0,1.0,0.77482721,100.0,100.0,20159,0.186581055272651,0.186105821059406,14836.0,1.0,High-Speed
county,20161,Riley County,"Riley County, KS",34991,0.999971421,0.999971421,0.827441342,99.9971421,99.9971421,20161,0.32312384514163667,0.3225220906464003,64674.0,1.0,High-Speed
county,20163,Rooks County,"Rooks County, KS",3584,1.0,1.0,0.854631696,100.0,100.0,20163,-0.010819916033609102,-0.0112091382611538,6934.0,1.0,High-Speed
county,20165,Rush County,"Rush County, KS",2541,1.0,1.0,0.942935852,100.0,100.0,20165,0.1149056846194563,0.1144222839347828,4205.0,1.0,High-Speed
county,20167,Russell County,"Russell County, KS",4894,1.0,1.0,0.999387004,100.0,100.0,20167,0.0358477972133087,0.0359962180670266,8598.0,1.0,High-Speed
county,20169,Saline County,"Saline County, KS",27121,1.0,1.0,0.81755835,100.0,100.0,20169,0.010516725068118,0.0104269985865264,75150.0,1.0,High-Speed
county,20171,Scott County,"Scott County, KS",2790,1.0,1.0,0.85483871,100.0,100.0,20171,0.0896809331500661,0.0893966073761531,8341.0,1.0,High-Speed
county,20173,Sedgwick County,"Sedgwick County, KS",259904,1.0,1.0,0.858824797,100.0,100.0,20173,-0.0962713522350837,-0.0961802689928851,721257.0,1.0,High-Speed
county,20175,Seward County,"Seward County, KS",10041,1.0,1.0,0.806493377,100.0,100.0,20175,-0.3254780563322656,-0.3249540153309726,46367.0,1.0,High-Speed
county,20179,Sheridan County,"Sheridan County, KS",1702,1.0,1.0,0.851938895,100.0,100.0,20179,0.0686057156310916,0.0672069220546149,3760.0,1.0,High-Speed
county,20181,Sherman County,"Sherman County, KS",3787,1.0,1.0,0.862160021,100.0,100.0,20181,0.1157231424966637,0.1161329113567235,8216.0,1.0,High-Speed
county,20183,Smith County,"Smith County, KS",3086,1.0,1.0,0.930654569,100.0,100.0,20183,0.2921681905137533,0.2895054061499732,3739.0,1.0,High-Speed
county,20185,Stafford County,"Stafford County, KS",2840,1.0,1.0,0.690492958,100.0,100.0,20185,0.026877878493057,0.0268429945573033,7022.0,1.0,High-Speed
county,20187,Stanton County,"Stanton County, KS",1150,1.0,1.0,0.800869565,100.0,100.0,20187,-0.0501289506690896,-0.0479137893273766,3815.0,1.0,High-Speed
county,20189,Stevens County,"Stevens County, KS",2763,1.0,1.0,0.808179515,100.0,100.0,20189,-0.1248583448589047,-0.1247943156601131,10138.0,1.0,High-Speed
county,20193,Thomas County,"Thomas County, KS",4828,1.0,1.0,0.911557581,100.0,100.0,20193,-0.062141797138094305,-0.061668807966609895,9448.0,1.0,High-Speed
county,20195,Trego County,"Trego County, KS",2426,1.0,1.0,1.0,100.0,100.0,20195,0.0988842762515997,0.0972384844927723,3379.0,1.0,High-Speed
county,20199,Wallace County,"Wallace County, KS",1026,1.0,1.0,0.234892788,100.0,100.0,20199,0.3350531647965282,0.331525448557272,2404.0,1.0,High-Speed
county,20201,Washington County,"Washington County, KS",4135,1.0,1.0,0.521886336,100.0,100.0,20201,0.1549362181326585,0.1540044504787926,7906.0,1.0,High-Speed
county,20203,Wichita County,"Wichita County, KS",1244,1.0,1.0,0.0,100.0,100.0,20203,0.1057977932624136,0.1047192130652041,3432.0,1.0,High-Speed
county,20205,Wilson County,"Wilson County, KS",5236,1.0,1.0,0.332314744,100.0,100.0,20205,-0.0573514269541243,-0.0567266773228481,14133.0,1.0,High-Speed
county,20207,Woodson County,"Woodson County, KS",2204,1.0,1.0,0.001814882,100.0,100.0,20207,0.1740184928962193,0.173728384837529,3957.0,1.0,High-Speed
county,20209,Wyandotte County,"Wyandotte County, KS",76269,1.0,1.0,0.819087703,100.0,100.0,20209,-0.4504618160367301,-0.4496607096871625,255087.0,1.0,High-Speed
county,21001,Adair County,"Adair County, KY",10678,1.0,1.0,0.503371418,100.0,100.0,21001,-0.0196323273996857,-0.0197746513770207,25528.0,1.0,High-Speed
county,21003,Allen County,"Allen County, KY",10746,1.0,1.0,0.99032198,100.0,100.0,21003,0.0823072923046116,0.0820029023355093,29956.0,1.0,High-Speed
county,21005,Anderson County,"Anderson County, KY",11662,1.0,1.0,0.66669525,100.0,100.0,21005,0.0944219571950366,0.0938854496014495,37938.0,1.0,High-Speed
county,21007,Ballard County,"Ballard County, KY",4582,1.0,1.0,1.0,100.0,100.0,21007,0.0733831558161062,0.0724674649552913,12853.0,1.0,High-Speed
county,21009,Barren County,"Barren County, KY",22799,1.0,1.0,0.895741041,100.0,100.0,21009,0.0783837208745943,0.0781522367191499,71295.0,1.0,High-Speed
county,21011,Bath County,"Bath County, KY",6206,1.0,1.0,0.754108927,100.0,100.0,21011,-0.0217279505746853,-0.0218503423153538,20790.0,1.0,High-Speed
county,21013,Bell County,"Bell County, KY",13565,1.0,1.0,0.847917435,100.0,100.0,21013,-0.08851387356442321,-0.08871885871495669,46947.0,1.0,High-Speed
county,21015,Boone County,"Boone County, KY",62494,1.0,1.0,0.978701955,100.0,100.0,21015,0.18547494519895266,0.1850702475195903,220503.0,1.0,High-Speed
county,21019,Boyd County,"Boyd County, KY",24161,1.0,1.0,0.755308141,100.0,100.0,21019,-0.0152293765400121,-0.0154791506668598,70330.0,1.0,High-Speed
county,21023,Bracken County,"Bracken County, KY",4870,1.0,1.0,0.185831622,100.0,100.0,21023,-0.126489726912113,-0.1266613819927452,15158.0,1.0,High-Speed
county,21025,Breathitt County,"Breathitt County, KY",7282,1.0,1.0,0.688684427,100.0,100.0,21025,-0.1127008529561465,-0.1127575284880096,23207.0,1.0,High-Speed
county,21031,Butler County,"Butler County, KY",6815,1.0,1.0,0.96404989,100.0,100.0,21031,-0.1489297081496902,-0.1491121284040623,21457.0,1.0,High-Speed
county,21035,Calloway County,"Calloway County, KY",22254,1.0,0.999955064,0.556079806,100.0,99.9955064,21035,0.3190607158985164,0.3184136944424814,45308.0,1.0,High-Speed
county,21037,Campbell County,"Campbell County, KY",47905,1.0,1.0,0.983571652,100.0,100.0,21037,0.1514103689462864,0.1510907425241853,113474.0,1.0,High-Speed
county,21039,Carlisle County,"Carlisle County, KY",2801,1.0,1.0,0.815780079,100.0,100.0,21039,-0.10135983963255192,-0.1013447433389681,7554.0,1.0,High-Speed
county,21041,Carroll County,"Carroll County, KY",5760,1.0,1.0,0.692013889,100.0,100.0,21041,-0.2128287059174324,-0.2127414964673862,19074.0,1.0,High-Speed
county,21043,Carter County,"Carter County, KY",14339,1.0,1.0,0.41920636,100.0,100.0,21043,0.061316060719,0.0611223699833167,45898.0,1.0,High-Speed
county,21045,Casey County,"Casey County, KY",9237,1.0,1.0,0.539136083,100.0,100.0,21045,0.117607829650411,0.11725189998774839,22562.0,1.0,High-Speed
county,21047,Christian County,"Christian County, KY",33312,1.0,1.0,0.700678434,100.0,100.0,21047,-0.1455093487684923,-0.1454533534938535,87997.0,1.0,High-Speed
county,21051,Clay County,"Clay County, KY",10659,1.0,1.0,0.834787504,100.0,100.0,21051,-0.0610084046689194,-0.0609834657877943,33788.0,1.0,High-Speed
county,21053,Clinton County,"Clinton County, KY",6823,1.0,1.0,0.382969368,100.0,100.0,21053,-0.4531085631965998,-0.381373298338753,6144.0,1.0,High-Speed
county,21055,Crittenden County,"Crittenden County, KY",5232,1.0,1.0,0.03058104,100.0,100.0,21055,-0.0015717046718109003,-0.001966693876876,13156.0,1.0,High-Speed
county,21057,Cumberland County,"Cumberland County, KY",6109,1.0,1.0,0.712555246,100.0,100.0,21057,-0.114923078976424,-0.115051955712808,9421.0,1.0,High-Speed
county,21059,Daviess County,"Daviess County, KY",53387,1.0,1.0,0.894300111,100.0,100.0,21059,0.1513375051144364,0.1508924159754956,151857.0,1.0,High-Speed
county,21061,Edmonson County,"Edmonson County, KY",7602,1.0,1.0,0.695474875,100.0,100.0,21061,0.1507796896501666,0.1503133791836493,19007.0,1.0,High-Speed
county,21063,Elliott County,"Elliott County, KY",3818,1.0,1.0,1.0,100.0,100.0,21063,-0.2954598939731693,-0.2951075888742942,10732.0,1.0,High-Speed
county,21065,Estill County,"Estill County, KY",8621,1.0,1.0,0.727757801,100.0,100.0,21065,-0.20098402919095731,-0.2006485500886254,24002.0,1.0,High-Speed
county,21067,Fayette County,"Fayette County, KY",164089,1.0,0.999975623,0.978712772,100.0,99.9975623,21067,0.1751739987892441,0.1747546414228362,391213.0,1.0,High-Speed
county,21069,Fleming County,"Fleming County, KY",8579,1.0,1.0,0.537708358,100.0,100.0,21069,-0.015083245341035,-0.014993547524643097,23084.0,1.0,High-Speed
county,21071,Floyd County,"Floyd County, KY",19953,1.0,1.0,0.136570942,100.0,100.0,21071,0.1796666178279265,0.17912379072217818,59168.0,1.0,High-Speed
county,21073,Franklin County,"Franklin County, KY",29578,1.0,1.0,0.880823585,100.0,100.0,21073,-0.089828287839693,-0.0899065432861998,69015.0,1.0,High-Speed
county,21075,Fulton County,"Fulton County, KY",3704,1.0,1.0,0.362041037,100.0,100.0,21075,-0.24211470245702046,-0.2422974655184957,8933.0,1.0,High-Speed
county,21077,Gallatin County,"Gallatin County, KY",4394,1.0,1.0,0.862539827,100.0,100.0,21077,-0.2257669607992051,-0.2257291412219337,16172.0,1.0,High-Speed
county,21081,Grant County,"Grant County, KY",12354,1.0,1.0,0.900275215,100.0,100.0,21081,-0.0869738767449013,-0.0870306709747656,47655.0,1.0,High-Speed
county,21083,Graves County,"Graves County, KY",18848,1.0,1.0,0.874575552,100.0,100.0,21083,0.1865331345713639,0.185978828072856,60120.0,1.0,High-Speed
county,21085,Grayson County,"Grayson County, KY",17531,1.0,1.0,0.756032172,100.0,100.0,21085,0.0317855298676281,0.031571660794946,42439.0,1.0,High-Speed
county,21087,Green County,"Green County, KY",6197,1.0,1.0,0.563014362,100.0,100.0,21087,0.02922191921095,0.028880066932832,16281.0,1.0,High-Speed
county,21091,Hancock County,"Hancock County, KY",4586,1.0,1.0,0.965983428,100.0,100.0,21091,0.1268824235986377,0.1259302582271823,17118.0,1.0,High-Speed
county,21093,Hardin County,"Hardin County, KY",57140,1.0,1.0,0.779628981,100.0,100.0,21093,-0.028472918251292004,-0.0285697313047371,164712.0,1.0,High-Speed
county,21095,Harlan County,"Harlan County, KY",15769,1.0,1.0,0.8488173,100.0,100.0,21095,-0.0318623795082673,-0.0319900614741844,49076.0,1.0,High-Speed
county,21099,Hart County,"Hart County, KY",10213,1.0,1.0,0.791442279,100.0,100.0,21099,0.0141125366034737,0.0137754101441727,26489.0,1.0,High-Speed
county,21101,Henderson County,"Henderson County, KY",23149,1.0,1.0,0.89347272,100.0,100.0,21101,0.2318057179412057,0.2314210136976446,70030.0,1.0,High-Speed
county,21103,Henry County,"Henry County, KY",7752,1.0,1.0,0.507997936,100.0,100.0,21103,-0.1721176380030707,-0.1720336748294666,28838.0,1.0,High-Speed
county,21105,Hickman County,"Hickman County, KY",2762,1.0,1.0,0.981173063,100.0,100.0,21105,-0.1025961524200745,-0.1028461573929951,7508.0,1.0,High-Speed
county,21107,Hopkins County,"Hopkins County, KY",25176,1.0,1.0,0.121584048,100.0,100.0,21107,0.059121985835424606,0.05893925985850941,75244.0,1.0,High-Speed
county,21109,Jackson County,"Jackson County, KY",8437,1.0,1.0,0.999881474,100.0,100.0,21109,-0.1617186636166453,-0.1615204392419948,21174.0,1.0,High-Speed
county,21111,Jefferson County,"Jefferson County, KY",392563,1.0,1.0,0.960070103,100.0,100.0,21111,-0.2036426866759649,-0.2035183095492573,960217.0,1.0,High-Speed
county,21113,Jessamine County,"Jessamine County, KY",23694,1.0,0.999957795,0.876213387,100.0,99.9957795,21113,0.0227503665817145,0.0225098996103953,78637.0,1.0,High-Speed
county,21115,Johnson County,"Johnson County, KY",12210,1.0,1.0,0.914823915,100.0,100.0,21115,0.2131002900083902,0.212573200091957,44688.0,1.0,High-Speed
county,21117,Kenton County,"Kenton County, KY",79815,1.0,1.0,0.982484495,100.0,100.0,21117,0.057478456623642,0.05730269047134,224722.0,1.0,High-Speed
county,21119,Knott County,"Knott County, KY",7868,1.0,1.0,0.979283172,100.0,100.0,21119,-0.033155035747517,-0.0333884789919293,23361.0,1.0,High-Speed
county,21121,Knox County,"Knox County, KY",15088,1.0,1.0,0.778830859,100.0,100.0,21121,-0.08434975878956719,-0.0841492661233785,61712.0,1.0,High-Speed
county,21125,Laurel County,"Laurel County, KY",30489,1.0,1.0,0.85840795,100.0,100.0,21125,0.1850200579669809,0.1847132551933161,99914.0,1.0,High-Speed
county,21127,Lawrence County,"Lawrence County, KY",9424,1.0,1.0,0.992996604,100.0,100.0,21127,-0.1550617082639721,-0.1552110111721571,24759.0,1.0,High-Speed
county,21129,Lee County,"Lee County, KY",4071,1.0,1.0,0.493490543,100.0,100.0,21129,-0.0987462611940615,-0.0990442683579755,10296.0,1.0,High-Speed
county,21131,Leslie County,"Leslie County, KY",6019,1.0,1.0,0.456388104,100.0,100.0,21131,-0.0484996362546023,-0.0487993395781672,17532.0,1.0,High-Speed
county,21133,Letcher County,"Letcher County, KY",11586,1.0,1.0,0.195839807,100.0,100.0,21133,-0.0602114817301158,-0.0602070544825019,37153.0,1.0,High-Speed
county,21135,Lewis County,"Lewis County, KY",7732,1.0,1.0,0.169167098,100.0,100.0,21135,-0.2254606031436675,-0.2250723328407914,23249.0,1.0,High-Speed
county,21139,Livingston County,"Livingston County, KY",5761,1.0,1.0,0.195972921,100.0,100.0,21139,-0.0927675867979657,-0.09290040335960699,12051.0,1.0,High-Speed
county,21141,Logan County,"Logan County, KY",14951,1.0,1.0,0.983479366,100.0,100.0,21141,0.0770908643315213,0.0769007649860653,45704.0,1.0,High-Speed
county,21143,Lyon County,"Lyon County, KY",6092,1.0,1.0,0.283650689,100.0,100.0,21143,0.1700940991556661,0.1692027012835874,8854.0,1.0,High-Speed
county,21145,McCracken County,"McCracken County, KY",38932,1.0,1.0,0.176178979,100.0,100.0,21145,0.1326437036872663,0.132292048472358,97154.0,1.0,High-Speed
county,21147,McCreary County,"McCreary County, KY",7531,1.0,1.0,0.996547603,100.0,100.0,21147,-0.0629662648765022,-0.063076563239033,28396.0,1.0,High-Speed
county,21149,McLean County,"McLean County, KY",5093,1.0,1.0,0.376202631,100.0,100.0,21149,0.1120562135709033,0.1114186370254559,15876.0,1.0,High-Speed
county,21151,Madison County,"Madison County, KY",47455,1.0,0.999957855,0.930987251,100.0,99.9957855,21151,0.0592257653629423,0.0589383049818872,127296.0,1.0,High-Speed
county,21153,Magoffin County,"Magoffin County, KY",6898,1.0,1.0,1.0,100.0,100.0,21153,-0.0292537717956877,-0.0296353853958267,21922.0,1.0,High-Speed
county,21155,Marion County,"Marion County, KY",10106,1.0,1.0,0.665545221,100.0,100.0,21155,0.1122773893744554,0.1120064745091598,31199.0,1.0,High-Speed
county,21159,Martin County,"Martin County, KY",5211,1.0,1.0,0.071963155,100.0,100.0,21159,-0.1829448050752661,-0.182942488803005,20286.0,1.0,High-Speed
county,21161,Mason County,"Mason County, KY",9815,1.0,1.0,0.320122262,100.0,100.0,21161,0.0069401483681353,0.0068337241583833,27850.0,1.0,High-Speed
county,21163,Meade County,"Meade County, KY",14305,1.0,1.0,0.989164628,100.0,100.0,21163,0.2214843211464382,0.2210344066587267,49299.0,1.0,High-Speed
county,21165,Menifee County,"Menifee County, KY",4693,1.0,1.0,1.0,100.0,100.0,21165,-0.2627397156679538,-0.2627975695818003,10364.0,1.0,High-Speed
county,21169,Metcalfe County,"Metcalfe County, KY",5271,1.0,1.0,0.716752039,100.0,100.0,21169,-0.119250280524237,-0.1190747841112455,15002.0,1.0,High-Speed
county,21171,Monroe County,"Monroe County, KY",6649,1.0,1.0,0.565348173,100.0,100.0,21171,0.1260268592382375,0.1257164256441961,18543.0,1.0,High-Speed
county,21175,Morgan County,"Morgan County, KY",6951,1.0,1.0,1.0,100.0,100.0,21175,0.0719253250395275,0.0715291123037882,20552.0,1.0,High-Speed
county,21179,Nelson County,"Nelson County, KY",24421,1.0,1.0,0.544203759,100.0,100.0,21179,-0.0987481054351095,-0.0987751257571586,70372.0,1.0,High-Speed
county,21183,Ohio County,"Ohio County, KY",12449,1.0,1.0,0.271347096,100.0,100.0,21183,0.0107961516912162,0.0105886443898212,40662.0,1.0,High-Speed
county,21185,Oldham County,"Oldham County, KY",26676,1.0,1.0,0.947031039,100.0,100.0,21185,0.3555532198575583,0.3549725794221694,125739.0,1.0,High-Speed
county,21187,Owen County,"Owen County, KY",7445,1.0,1.0,0.096171927,100.0,100.0,21187,-0.0586807077127833,-0.0587581882697294,18830.0,1.0,High-Speed
county,21189,Owsley County,"Owsley County, KY",2343,1.0,1.0,0.992744345,100.0,100.0,21189,-0.3420770041616895,-0.3406708599125339,4823.0,1.0,High-Speed
county,21191,Pendleton County,"Pendleton County, KY",7688,1.0,1.0,0.875520291,100.0,100.0,21191,-0.0369406337737523,-0.0370622039600124,24522.0,1.0,High-Speed
county,21193,Perry County,"Perry County, KY",15273,1.0,1.0,0.563936358,100.0,100.0,21193,-0.0019447145976099998,-0.0021485258084605,50716.0,1.0,High-Speed
county,21195,Pike County,"Pike County, KY",31264,1.0,1.0,0.108143552,100.0,100.0,21195,0.09641103466846349,0.0960886528649345,99068.0,1.0,High-Speed
county,21197,Powell County,"Powell County, KY",7106,1.0,1.0,0.61103293,100.0,100.0,21197,-0.08522108317484378,-0.08531214634743832,24204.0,1.0,High-Speed
county,21199,Pulaski County,"Pulaski County, KY",36527,1.0,1.0,0.752785611,100.0,100.0,21199,0.205988006013181,0.2055872362690332,102490.0,1.0,High-Speed
county,21201,Robertson County,"Robertson County, KY",1884,1.0,1.0,0.0,100.0,100.0,21201,-0.1715567683038258,-0.1705813038374644,3531.0,1.0,High-Speed
county,21203,Rockcastle County,"Rockcastle County, KY",10415,1.0,1.0,0.502448392,100.0,100.0,21203,0.0830540494357192,0.0825526029874017,28409.0,1.0,High-Speed
county,21207,Russell County,"Russell County, KY",11932,1.0,1.0,0.960191083,100.0,100.0,21207,0.10540470268314851,0.10500093871345739,29254.0,1.0,High-Speed
county,21209,Scott County,"Scott County, KY",26179,1.0,1.0,0.945949043,100.0,100.0,21209,0.1193577330392862,0.1189685485639636,88820.0,1.0,High-Speed
county,21213,Simpson County,"Simpson County, KY",10266,1.0,1.0,0.888466784,100.0,100.0,21213,0.0087894250703808,0.0084770371718402,29574.0,1.0,High-Speed
county,21215,Spencer County,"Spencer County, KY",9675,1.0,1.0,0.67379845,100.0,100.0,21215,0.1424949202000411,0.1421577275501184,29056.0,1.0,High-Speed
county,21217,Taylor County,"Taylor County, KY",12860,1.0,1.0,0.500933126,100.0,100.0,21217,-0.0045335235030623,-0.0047034151688232,37586.0,1.0,High-Speed
county,21219,Todd County,"Todd County, KY",6361,1.0,1.0,0.917151391,100.0,100.0,21219,-0.0815001813372963,-0.0816419790941059,20135.0,1.0,High-Speed
county,21221,Trigg County,"Trigg County, KY",9394,1.0,1.0,0.619012135,100.0,100.0,21221,0.0040022092805982,0.0035649582523416,20454.0,1.0,High-Speed
county,21223,Trimble County,"Trimble County, KY",5583,1.0,1.0,0.584094573,100.0,100.0,21223,-0.2301565274755896,-0.2301603345569674,13733.0,1.0,High-Speed
county,21225,Union County,"Union County, KY",7425,1.0,1.0,0.328619529,100.0,100.0,21225,-0.0334861976484866,-0.0337159978328136,21531.0,1.0,High-Speed
county,21227,Warren County,"Warren County, KY",67767,1.0,1.0,0.571915534,100.0,100.0,21227,0.0769508054188335,0.0766962469560358,182014.0,1.0,High-Speed
county,21229,Washington County,"Washington County, KY",6378,1.0,1.0,0.762621511,100.0,100.0,21229,-0.0038541753298499,-0.0042092285496411,15877.0,1.0,High-Speed
county,21233,Webster County,"Webster County, KY",7995,1.0,1.0,0.026641651,100.0,100.0,21233,-0.0820308412029568,-0.0819440376366118,21713.0,1.0,High-Speed
county,21235,Whitley County,"Whitley County, KY",17955,1.0,1.0,0.739181287,100.0,100.0,21235,0.186965855085797,0.1865397002075229,69373.0,1.0,High-Speed
county,21237,Wolfe County,"Wolfe County, KY",4719,1.0,1.0,1.0,100.0,100.0,21237,-0.09977738687997702,-0.1000297398072157,12754.0,1.0,High-Speed
county,22001,Acadia Parish,"Acadia Parish, LA",30072,1.0,0.999966746,0.4792498,100.0,99.9966746,22001,-0.23350504223239443,-0.2332664491357183,94830.0,1.0,High-Speed
county,22003,Allen Parish,"Allen Parish, LA",12100,1.0,1.0,0.797603306,100.0,100.0,22003,-0.0945135827576075,-0.0946813356154162,40655.0,1.0,High-Speed
